1000000,1,0.137119
1000000,2,0.072522
1000000,3,0.048621
1000000,4,0.035930
1000000,5,0.031044
1000000,6,0.035155
1000000,7,0.020791
1000000,8,0.018395
1000000,9,0.016307
1000000,10,0.014763
1000000,11,0.013340
1000000,12,0.015958
1000000,1,0.143724
1000000,2,0.072903
1000000,3,0.049137
1000000,4,0.036471
1000000,5,0.029155
1000000,6,0.024904
1000000,7,0.020835
1000000,8,0.018440
1000000,9,0.016632
1000000,10,0.014569
1000000,11,0.013446
1000000,12,0.012148
1000000,1,0.143697
1000000,2,0.037729
1000000,3,0.048796
1000000,4,0.040614
1000000,5,0.029277
1000000,6,0.024049
1000000,7,0.021045
1000000,8,0.018451
1000000,9,0.008830
1000000,10,0.014833
1000000,11,0.013397
1000000,12,0.012279
1000000,1,0.106470
1000000,2,0.072651
1000000,3,0.048564
1000000,4,0.036286
1000000,5,0.029109
1000000,6,0.024584
1000000,7,0.020816
1000000,8,0.018163
1000000,9,0.016335
1000000,10,0.014440
1000000,11,0.023676
1000000,12,0.012340
1000000,1,0.144542
1000000,2,0.072870
1000000,3,0.048928
1000000,4,0.037374
1000000,5,0.028897
1000000,6,0.024379
1000000,7,0.021115
1000000,8,0.014435
1000000,9,0.016437
1000000,10,0.014729
1000000,11,0.013343
1000000,12,0.012193
1000000,1,0.147285
1000000,2,0.073547
1000000,3,0.047954
1000000,4,0.036539
1000000,5,0.028734
1000000,6,0.024383
1000000,7,0.041221
1000000,8,0.018427
1000000,9,0.016023
1000000,10,0.014666
1000000,11,0.013407
1000000,12,0.007133
1000000,1,0.143685
1000000,2,0.072030
1000000,3,0.048459
1000000,4,0.052632
1000000,5,0.029141
1000000,6,0.024187
1000000,7,0.020623
1000000,8,0.018359
1000000,9,0.016551
1000000,10,0.014525
1000000,11,0.013410
1000000,12,0.012359
1000000,1,0.130781
1000000,2,0.074568
1000000,3,0.048675
1000000,4,0.035983
1000000,5,0.029336
1000000,6,0.024344
1000000,7,0.042617
1000000,8,0.018654
1000000,9,0.016288
1000000,10,0.014674
1000000,11,0.010323
1000000,12,0.012261
1000000,1,0.130092
1000000,2,0.064133
1000000,3,0.049792
1000000,4,0.035968
1000000,5,0.029380
1000000,6,0.024167
1000000,7,0.020594
1000000,8,0.034667
1000000,9,0.016291
1000000,10,0.014631
1000000,11,0.013385
1000000,12,0.012273
1000000,1,0.143791
1000000,2,0.072815
1000000,3,0.048465
1000000,4,0.041850
1000000,5,0.029428
1000000,6,0.024755
1000000,7,0.021727
1000000,8,0.018458
1000000,9,0.016365
1000000,10,0.014564
1000000,11,0.013288
1000000,12,0.012101
1000000,1,0.143662
1000000,2,0.072930
1000000,3,0.048622
1000000,4,0.026932
1000000,5,0.030304
1000000,6,0.023925
1000000,7,0.020787
1000000,8,0.030721
1000000,9,0.016179
1000000,10,0.018628
1000000,11,0.013469
1000000,12,0.012171
1000000,1,0.143657
1000000,2,0.072832
1000000,3,0.047821
1000000,4,0.037553
1000000,5,0.029357
1000000,6,0.024780
1000000,7,0.020960
1000000,8,0.039643
1000000,9,0.016121
1000000,10,0.033958
1000000,11,0.013083
1000000,12,0.012294
1000000,1,0.135463
1000000,2,0.062373
1000000,3,0.048599
1000000,4,0.037142
1000000,5,0.029456
1000000,6,0.045545
1000000,7,0.021193
1000000,8,0.018431
1000000,9,0.016093
1000000,10,0.014752
1000000,11,0.013373
1000000,12,0.012023
1000000,1,0.143639
1000000,2,0.074696
1000000,3,0.049787
1000000,4,0.036099
1000000,5,0.029187
1000000,6,0.024740
1000000,7,0.021064
1000000,8,0.018420
1000000,9,0.016459
1000000,10,0.014496
1000000,11,0.013384
1000000,12,0.012047
1000000,1,0.143665
1000000,2,0.072638
1000000,3,0.049130
1000000,4,0.035980
1000000,5,0.029192
1000000,6,0.024203
1000000,7,0.020829
1000000,8,0.018423
1000000,9,0.021255
1000000,10,0.014748
1000000,11,0.013393
1000000,12,0.012245
1000000,1,0.146398
1000000,2,0.073115
1000000,3,0.047857
1000000,4,0.036611
1000000,5,0.029603
1000000,6,0.024436
1000000,7,0.020780
1000000,8,0.018436
1000000,9,0.016346
1000000,10,0.014681
1000000,11,0.013126
1000000,12,0.042698
1000000,1,0.143860
1000000,2,0.074783
1000000,3,0.048754
1000000,4,0.036159
1000000,5,0.029635
1000000,6,0.024026
1000000,7,0.021005
1000000,8,0.018371
1000000,9,0.008717
1000000,10,0.029115
1000000,11,0.013304
1000000,12,0.012198
1000000,1,0.143721
1000000,2,0.072356
1000000,3,0.048640
1000000,4,0.036763
1000000,5,0.028754
1000000,6,0.024205
1000000,7,0.020600
1000000,8,0.018275
1000000,9,0.021056
1000000,10,0.014569
1000000,11,0.013331
1000000,12,0.016673
1000000,1,0.145291
1000000,2,0.074178
1000000,3,0.050257
1000000,4,0.037092
1000000,5,0.029803
1000000,6,0.024360
1000000,7,0.037029
1000000,8,0.037635
1000000,9,0.011984
1000000,10,0.031006
1000000,11,0.013411
1000000,12,0.012264
1000000,1,0.141950
1000000,2,0.053799
1000000,3,0.049041
1000000,4,0.036665
1000000,5,0.029564
1000000,6,0.024695
1000000,7,0.021410
1000000,8,0.018248
1000000,9,0.016055
1000000,10,0.014614
1000000,11,0.013171
1000000,12,0.012296
1000000,1,0.140359
1000000,2,0.073547
1000000,3,0.049480
1000000,4,0.036852
1000000,5,0.029034
1000000,6,0.024779
1000000,7,0.020737
1000000,8,0.018444
1000000,9,0.016370
1000000,10,0.014725
1000000,11,0.027880
1000000,12,0.012238
1000000,1,0.143794
1000000,2,0.073069
1000000,3,0.048616
1000000,4,0.036560
1000000,5,0.028852
1000000,6,0.024255
1000000,7,0.020871
1000000,8,0.018618
1000000,9,0.016221
1000000,10,0.014745
1000000,11,0.013393
1000000,12,0.012319
1000000,1,0.143766
1000000,2,0.072498
1000000,3,0.048634
1000000,4,0.036689
1000000,5,0.029496
1000000,6,0.024471
1000000,7,0.020595
1000000,8,0.018133
1000000,9,0.031666
1000000,10,0.014942
1000000,11,0.013182
1000000,12,0.012213
1000000,1,0.143648
1000000,2,0.072806
1000000,3,0.048851
1000000,4,0.036428
1000000,5,0.030072
1000000,6,0.024981
1000000,7,0.020994
1000000,8,0.018055
1000000,9,0.016214
1000000,10,0.014773
1000000,11,0.007294
1000000,12,0.012064
1000000,1,0.143704
1000000,2,0.072571
1000000,3,0.048517
1000000,4,0.036532
1000000,5,0.029360
1000000,6,0.046106
1000000,7,0.021000
1000000,8,0.018056
1000000,9,0.032572
1000000,10,0.030117
1000000,11,0.027772
1000000,12,0.012084
1000000,1,0.144145
1000000,2,0.074380
1000000,3,0.048673
1000000,4,0.036325
1000000,5,0.029537
1000000,6,0.024098
1000000,7,0.020938
1000000,8,0.018419
1000000,9,0.016441
1000000,10,0.008011
1000000,11,0.013420
1000000,12,0.012270
1000000,1,0.146397
1000000,2,0.073762
1000000,3,0.049302
1000000,4,0.035997
1000000,5,0.029401
1000000,6,0.024098
1000000,7,0.020858
1000000,8,0.018227
1000000,9,0.016204
1000000,10,0.014589
1000000,11,0.013323
1000000,12,0.012334
1000000,1,0.143650
1000000,2,0.050474
