 plgrid/tools/gcc/4.9.2 loaded.
 plgrid/tools/java7/oracle/1.7.0_51 loaded.
 plgrid/tools/openmpi/1.10.2-gnu-4.9.2-ib loaded.
40000000,1,7.593771
40000000,2,3.788039
40000000,3,2.860011
40000000,4,2.173147
40000000,5,1.739105
40000000,6,1.461224
40000000,7,1.299370
40000000,8,1.136079
40000000,9,1.025472
40000000,10,0.922321
40000000,11,0.866205
40000000,12,1.225298
