100000000,1,7.589859
100000000,2,3.869722
100000000,3,2.680595
100000000,4,2.034953
100000000,5,1.688874
100000000,6,1.380044
100000000,7,1.197564
100000000,8,1.051558
100000000,9,0.965432
100000000,10,0.858600
100000000,11,0.787739
100000000,12,0.731693
100000000,1,7.567055
100000000,2,3.945409
100000000,3,2.642636
100000000,4,1.992547
100000000,5,1.622644
100000000,6,1.383726
100000000,7,1.206924
100000000,8,1.066117
100000000,9,0.959460
100000000,10,0.867442
100000000,11,0.849026
100000000,12,0.758721
100000000,1,7.691568
100000000,2,3.826119
100000000,3,2.658322
100000000,4,2.005002
100000000,5,1.639281
100000000,6,1.414020
100000000,7,1.204938
100000000,8,1.085855
100000000,9,0.972790
100000000,10,0.852285
100000000,11,0.842965
100000000,12,0.782525
100000000,1,7.609151
100000000,2,3.809056
100000000,3,2.620939
100000000,4,1.973674
100000000,5,1.565951
100000000,6,1.412364
100000000,7,1.197876
100000000,8,1.047746
100000000,9,0.969462
100000000,10,0.862656
100000000,11,0.778934
100000000,12,0.725906
100000000,1,7.619134
100000000,2,3.953701
100000000,3,2.615592
100000000,4,1.955721
100000000,5,1.680887
100000000,6,1.389085
100000000,7,1.172717
100000000,8,1.061739
100000000,9,0.945494
100000000,10,0.859357
100000000,11,0.795049
100000000,12,0.740601
100000000,1,7.612620
100000000,2,3.922667
100000000,3,2.672112
100000000,4,1.953615
100000000,5,1.655701
100000000,6,1.397496
100000000,7,1.226292
100000000,8,1.084328
100000000,9,0.945570
100000000,10,0.906199
100000000,11,0.792544
100000000,12,0.751432
100000000,1,7.595049
100000000,2,3.873484
100000000,3,2.633285
100000000,4,2.014033
100000000,5,1.639068
100000000,6,1.411849
100000000,7,1.200976
100000000,8,1.088299
100000000,9,0.976171
100000000,10,0.873400
100000000,11,0.782603
100000000,12,0.735274
100000000,1,7.664582
100000000,2,3.875766
100000000,3,2.640717
100000000,4,1.950748
100000000,5,1.675849
100000000,6,1.392266
100000000,7,1.206119
100000000,8,1.076599
100000000,9,0.995100
100000000,10,0.828301
100000000,11,0.803217
100000000,12,0.714437
100000000,1,7.677885
100000000,2,3.886751
100000000,3,2.615049
100000000,4,1.970747
100000000,5,1.676169
100000000,6,1.382221
100000000,7,1.213428
100000000,8,1.078886
100000000,9,0.886692
100000000,10,0.890008
100000000,11,0.788624
100000000,12,0.717237
100000000,1,7.553599
100000000,2,3.880711
100000000,3,2.632674
100000000,4,2.017008
100000000,5,1.660301
100000000,6,1.388451
100000000,7,1.228344
100000000,8,1.097264
100000000,9,0.995102
100000000,10,0.881918
100000000,11,0.774056
100000000,12,0.732213
100000000,1,7.595647
100000000,2,3.860862
100000000,3,2.594950
100000000,4,2.019389
100000000,5,1.695072
100000000,6,1.437365
100000000,7,1.198480
100000000,8,1.082358
100000000,9,0.979873
100000000,10,0.849711
100000000,11,0.786431
100000000,12,0.743465
100000000,1,7.558253
100000000,2,3.903408
100000000,3,2.624654
100000000,4,1.970904
100000000,5,1.637200
100000000,6,1.381343
100000000,7,1.237870
100000000,8,1.111002
100000000,9,0.968730
100000000,10,0.892757
100000000,11,0.783219
100000000,12,0.740582
100000000,1,7.622089
100000000,2,3.901663
100000000,3,2.588735
100000000,4,1.975503
100000000,5,1.671633
100000000,6,1.398015
100000000,7,1.194741
100000000,8,1.068083
100000000,9,0.903613
100000000,10,0.893419
100000000,11,0.779451
100000000,12,0.739097
100000000,1,7.568832
100000000,2,3.926872
100000000,3,2.646991
100000000,4,2.016805
100000000,5,1.642529
100000000,6,1.431301
100000000,7,1.201412
100000000,8,1.076011
100000000,9,0.960530
100000000,10,0.863374
100000000,11,0.762496
100000000,12,0.743433
100000000,1,7.571358
100000000,2,3.877251
100000000,3,2.601317
100000000,4,2.002103
100000000,5,1.604158
100000000,6,1.441349
100000000,7,1.258601
100000000,8,1.066316
100000000,9,0.977775
100000000,10,0.809541
100000000,11,0.808812
100000000,12,0.742191
100000000,1,7.754808
100000000,2,3.914645
100000000,3,2.582824
100000000,4,1.994499
100000000,5,1.674526
100000000,6,1.410329
100000000,7,1.187019
100000000,8,1.096713
100000000,9,0.987614
100000000,10,0.875422
100000000,11,0.764676
100000000,12,0.736643
100000000,1,7.625686
100000000,2,3.953102
100000000,3,2.718271
100000000,4,2.005584
100000000,5,1.650774
100000000,6,1.427045
100000000,7,1.201512
100000000,8,1.097702
100000000,9,0.969015
100000000,10,0.827427
100000000,11,0.751259
100000000,12,0.774121
100000000,1,7.741736
100000000,2,3.828334
100000000,3,2.610234
100000000,4,1.997804
100000000,5,1.654378
100000000,6,1.376236
100000000,7,1.246018
100000000,8,1.090262
100000000,9,0.982340
100000000,10,0.881526
100000000,11,0.817570
100000000,12,0.686656
100000000,1,7.561790
100000000,2,3.865346
100000000,3,2.613186
100000000,4,1.967978
100000000,5,1.649722
100000000,6,1.382655
100000000,7,1.223287
100000000,8,1.027171
100000000,9,0.955017
100000000,10,0.870403
100000000,11,0.780164
100000000,12,0.735134
100000000,1,7.552626
100000000,2,3.897966
100000000,3,2.607875
100000000,4,1.990933
100000000,5,1.712655
100000000,6,1.363314
100000000,7,1.252339
100000000,8,1.096146
100000000,9,0.992797
100000000,10,0.887742
100000000,11,0.777939
100000000,12,0.742316
100000000,1,7.627494
100000000,2,3.851977
100000000,3,2.584665
100000000,4,1.931918
100000000,5,1.681444
100000000,6,1.389778
100000000,7,1.238640
100000000,8,1.066713
100000000,9,0.984266
100000000,10,0.863931
100000000,11,0.785481
100000000,12,0.733095
100000000,1,7.539393
100000000,2,3.891818
100000000,3,2.657555
100000000,4,2.006425
100000000,5,1.634908
100000000,6,1.428998
100000000,7,1.197061
100000000,8,1.073312
100000000,9,0.995858
100000000,10,0.873735
100000000,11,0.768349
100000000,12,0.741103
100000000,1,7.627077
100000000,2,3.883089
100000000,3,2.603056
100000000,4,1.992881
100000000,5,1.639899
100000000,6,1.394589
100000000,7,1.230045
100000000,8,1.086474
100000000,9,0.984841
100000000,10,0.884148
100000000,11,0.785576
100000000,12,0.737740
100000000,1,7.564131
100000000,2,3.897483
100000000,3,2.638902
100000000,4,1.995908
100000000,5,1.682136
100000000,6,1.386138
100000000,7,1.225136
100000000,8,1.092046
100000000,9,0.970863
100000000,10,0.873258
100000000,11,0.776730
100000000,12,0.741123
100000000,1,7.547670
100000000,2,3.877699
100000000,3,2.635554
100000000,4,1.969268
100000000,5,1.646164
100000000,6,1.387053
100000000,7,1.175846
100000000,8,1.053893
100000000,9,0.966176
100000000,10,0.870929
100000000,11,0.833214
100000000,12,0.766333
100000000,1,7.559129
100000000,2,3.828412
100000000,3,2.594743
100000000,4,1.975067
100000000,5,1.612451
100000000,6,1.384618
100000000,7,1.206250
100000000,8,1.065430
100000000,9,0.938223
100000000,10,0.888717
100000000,11,0.795752
100000000,12,0.732130
100000000,1,7.556191
100000000,2,3.926381
100000000,3,2.667231
100000000,4,1.978272
100000000,5,1.697429
100000000,6,1.408085
100000000,7,1.254852
100000000,8,1.022236
100000000,9,0.945558
100000000,10,0.865304
100000000,11,0.829799
100000000,12,0.759112
100000000,1,7.571917
100000000,2,3.823803
100000000,3,2.608976
100000000,4,1.983229
100000000,5,1.685286
100000000,6,1.378120
100000000,7,1.240414
100000000,8,1.074813
100000000,9,0.939995
100000000,10,0.863941
100000000,11,0.829700
100000000,12,0.760184
100000000,1,7.558447
100000000,2,3.914176
100000000,3,2.614924
100000000,4,1.991679
100000000,5,1.662713
100000000,6,1.439035
100000000,7,1.157187
100000000,8,1.060067
