10000, 0.105000
10000, 0.106000
10000, 0.063000
10000, 0.104000
10000, 0.110000
10000, 0.105000
10000, 0.106000
10000, 0.104000
10000, 0.118000
10000, 0.105000
10000, 0.105000
10000, 0.109000
10000, 0.105000
10000, 0.105000
10000, 0.118000
10000, 0.105000
10000, 0.105000
10000, 0.105000
10000, 0.105000
10000, 0.105000
10000, 0.105000
10000, 0.110000
10000, 0.105000
10000, 0.105000
10000, 0.109000
10000, 0.105000
10000, 0.110000
10000, 0.105000
10000, 0.109000
10000, 0.105000
10000, 0.105000
10000, 0.068000
10000, 0.109000
10000, 0.106000
10000, 0.105000
10000, 0.110000
10000, 0.106000
10000, 0.108000
10000, 0.109000
10000, 0.107000
10000, 0.110000
10000, 0.105000
10000, 0.106000
10000, 0.109000
10000, 0.105000
10000, 0.105000
10000, 0.105000
10000, 0.109000
10000, 0.105000
10000, 0.106000
100000, 1.092000
100000, 1.091000
100000, 1.092000
100000, 1.087000
100000, 1.148000
100000, 1.119000
100000, 1.087000
100000, 1.151000
100000, 1.091000
100000, 1.091000
100000, 0.649000
100000, 1.089000
100000, 1.093000
100000, 1.090000
100000, 1.093000
100000, 1.089000
100000, 1.087000
100000, 1.095000
100000, 1.087000
100000, 1.090000
100000, 1.091000
100000, 1.090000
100000, 1.092000
100000, 1.092000
100000, 1.094000
100000, 1.150000
100000, 1.090000
100000, 1.090000
100000, 1.089000
100000, 1.088000
100000, 1.089000
100000, 1.146000
100000, 1.087000
100000, 1.092000
100000, 1.092000
100000, 1.089000
100000, 1.095000
100000, 0.643000
100000, 0.649000
100000, 1.095000
100000, 1.143000
100000, 1.157000
100000, 1.139000
100000, 1.092000
100000, 1.088000
100000, 1.094000
100000, 1.150000
100000, 1.144000
100000, 1.088000
100000, 1.090000
1000000, 10.943000
1000000, 11.165000
1000000, 10.963000
1000000, 10.947000
1000000, 10.937000
1000000, 11.025000
1000000, 10.948000
1000000, 10.922000
1000000, 10.928000
1000000, 11.149000
1000000, 6.565000
1000000, 10.937000
1000000, 10.930000
1000000, 10.987000
1000000, 10.959000
1000000, 10.947000
1000000, 11.143000
1000000, 11.095000
1000000, 10.914000
1000000, 11.393000
1000000, 10.965000
1000000, 11.000000
1000000, 10.938000
1000000, 11.246000
1000000, 10.932000
1000000, 11.002000
1000000, 10.922000
1000000, 10.945000
1000000, 10.945000
1000000, 6.471000
1000000, 11.044000
1000000, 10.943000
1000000, 10.947000
1000000, 10.938000
1000000, 10.990000
1000000, 10.921000
1000000, 11.043000
1000000, 10.930000
1000000, 10.936000
1000000, 11.180000
1000000, 10.924000
1000000, 10.984000
1000000, 11.055000
1000000, 10.937000
1000000, 10.940000
1000000, 10.998000
1000000, 10.959000
1000000, 10.947000
1000000, 6.468000
1000000, 11.003000
